sport,home_team,away_team,network,viewership_millions,season,is_estimate,source,notes,is_rivalry,is_ranked_matchup,is_prime_time,conference,game_type
mens_basketball,Maryland,Wagner,BTN,0.033,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Tuesday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Northwestern,UCLA,BTN,0.033,2025,0,TV Media Blog,TV Media Blog chart T1eZV; Sunday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,Providence,Xavier,TruTV,0.033,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Wednesday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Wake Forest,Miami,ESPNU,0.033,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Wednesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Washington,Southern Utah,BTN,0.033,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Saturday 6PM ET,0,0,0,Unknown,regular_season
mens_basketball,Xavier,DePaul,FS1,0.033,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 1PM ET,0,0,0,Unknown,regular_season
mens_basketball,Air Force,San Diego State,FS1,0.032,2025,0,TV Media Blog,TV Media Blog chart dc0Rr; Saturday 8PM ET,0,0,1,Unknown,regular_season
mens_basketball,Butler,Boise State,TruTV,0.03,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 2PM ET,0,0,0,Unknown,regular_season
mens_basketball,La Salle,Saint Louis,USA,0.03,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 4PM ET,0,0,0,Unknown,regular_season
mens_basketball,UMass,Boston College,ESPNU,0.03,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Hall of Fame Classic; Wednesday 7PM ET,0,0,1,Unknown,regular_season
mens_basketball,Wyoming,Colorado State,FS1,0.03,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 9:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Clemson,SMU,ESPNU,0.029,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Wednesday 9PM ET,0,0,1,Unknown,regular_season
mens_basketball,Jacksonville State,Liberty,ESPNU,0.029,2025,0,TV Media Blog,TV Media Blog chart jiFIZ; Saturday 6PM ET,0,0,0,Unknown,regular_season
mens_basketball,Providence,Brown,TruTV,0.029,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Tuesday 7:30PM ET,0,0,1,Unknown,regular_season
mens_basketball,Providence,Rhode Island,TruTV,0.028,2025,0,TV Media Blog,TV Media Blog chart 9fQOR; Saturday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,George Mason,VCU,ESPNU,0.027,2025,0,TV Media Blog,TV Media Blog chart vH4Dz; Saturday 12PM ET,0,0,0,Unknown,regular_season
mens_basketball,Minnesota,Texas Southern,BTN,0.026,2025,0,TV Media Blog,TV Media Blog chart TJpTn; Sunday 1PM ET,0,0,0,Unknown,regular_season
mens_basketball,North Texas,UAB,ESPNU,0.026,2025,0,TV Media Blog,TV Media Blog chart U0Ovo; Saturday 8PM ET,0,0,1,Unknown,regular_season
